Age,Sex,Country,Year,Population,,,,,,,
45905,Female,Kyrgyzstan,2004,264576,,,,,,,
45905,Female,Kyrgyzstan,2005,255362,,,,,,,
45905,Female,Kyrgyzstan,2006,247754,,,,,,,
45905,Female,Kyrgyzstan,2007,244320,,,,,,,
45905,Female,Kyrgyzstan,2008,243996,,,,,,,
45905,Female,Kyrgyzstan,2009,246542,,,,,,,
45905,Female,Kyrgyzstan,2010,250625,,,,,,,
45905,Female,Kyrgyzstan,2011,256602,,,,,,,
45905,Female,Kyrgyzstan,2012,266819,,,,,,,
45905,Female,Kyrgyzstan,2013,276121,,,,,,,
45905,Female,Kyrgyzstan,2014,284088,,,,,,,
45905,Female,Kyrgyzstan,2015,297619,,,,,,,
45905,Female,Kyrgyzstan,2016,314537,,,,,,,
45905,Female,Kyrgyzstan,2017,329334,,,,,,,
45905,Female,Kyrgyzstan,2018,344508,,,,,,,
45905,Female,Kyrgyzstan,2019,359637,,,,,,,
45905,Female,Kyrgyzstan,2020,369309,,,,,,,
45905,Female,Kyrgyzstan,2021,375096,,,,,,,
45905,Female,Kyrgyzstan,2022,..,,,,,,,
45905,Female,Kyrgyzstan,2023,..,,,,,,,
45905,Female,Latvia,1980,86693,,,,,,,
45905,Female,Latvia,1990,92264,,,,,,,
45905,Female,Latvia,1995,92966,,,,,,,
45905,Female,Latvia,2000,67719,,,,,,,
45905,Female,Latvia,2001,60881,,,,,,,
45905,Female,Latvia,2002,54590,,,,,,,
45905,Female,Latvia,2003,49809,,,,,,,
45905,Female,Latvia,2004,46982,,,,,,,
45905,Female,Latvia,2005,45735,,,,,,,
45905,Female,Latvia,2006,45599,,,,,,,
45905,Female,Latvia,2007,46001,,,,,,,
45905,Female,Latvia,2008,46800,,,,,,,
45905,Female,Latvia,2009,47283,,,,,,,
45905,Female,Latvia,2010,47270,,,,,,,
45905,Female,Latvia,2011,47638,,,,,,,
45905,Female,Latvia,2012,48674,,,,,,,
45905,Female,Latvia,2013,49973,,,,,,,
45905,Female,Latvia,2014,51065,,,,,,,
45905,Female,Latvia,2015,51060,,,,,,,
45905,Female,Latvia,2016,50061,,,,,,,
45905,Female,Latvia,2017,48945,,,,,,,
45905,Female,Latvia,2018,48030,,,,,,,
45905,Female,Latvia,2019,47901,,,,,,,
45905,Female,Latvia,2020,48969,,,,,,,
45905,Female,Latvia,2021,50540,,,,,,,
45905,Female,Latvia,2022,52049,,,,,,,
45905,Female,Latvia,2023,52395,,,,,,,
45905,Female,Liechtenstein,1980,950,,,,,,,
45905,Female,Liechtenstein,1990,921,,,,,,,
45905,Female,Liechtenstein,1995,940,,,,,,,
45905,Female,Liechtenstein,2000,1005,,,,,,,
45905,Female,Liechtenstein,2001,1021,,,,,,,
45905,Female,Liechtenstein,2002,1044,,,,,,,
45905,Female,Liechtenstein,2003,1051,,,,,,,
45905,Female,Liechtenstein,2004,1060,,,,,,,
45905,Female,Liechtenstein,2005,1057,,,,,,,
45905,Female,Liechtenstein,2006,1027,,,,,,,
45905,Female,Liechtenstein,2007,995,,,,,,,
45905,Female,Liechtenstein,2008,956,,,,,,,
45905,Female,Liechtenstein,2009,919,,,,,,,
45905,Female,Liechtenstein,2010,909,,,,,,,
45905,Female,Liechtenstein,2011,916,,,,,,,
45905,Female,Liechtenstein,2012,912,,,,,,,
45905,Female,Liechtenstein,2013,903,,,,,,,
45905,Female,Liechtenstein,2014,897,,,,,,,
45905,Female,Liechtenstein,2015,886,,,,,,,
45905,Female,Liechtenstein,2016,884,,,,,,,
45905,Female,Liechtenstein,2017,888,,,,,,,
45905,Female,Liechtenstein,2018,889,,,,,,,
45905,Female,Liechtenstein,2019,890,,,,,,,
45905,Female,Liechtenstein,2020,879,,,,,,,
45905,Female,Liechtenstein,2021,871,,,,,,,
45905,Female,Liechtenstein,2022,870,,,,,,,
45905,Female,Liechtenstein,2023,..,,,,,,,
45905,Female,Lithuania,1980,133035,,,,,,,
45905,Female,Lithuania,1990,138005,,,,,,,
45905,Female,Lithuania,1995,136532,,,,,,,
45905,Female,Lithuania,2000,116720,,,,,,,
45905,Female,Lithuania,2001,109843,,,,,,,
45905,Female,Lithuania,2002,102143,,,,,,,
45905,Female,Lithuania,2003,95340,,,,,,,
45905,Female,Lithuania,2004,90917,,,,,,,
45905,Female,Lithuania,2005,87094,,,,,,,
45905,Female,Lithuania,2006,82904,,,,,,,
45905,Female,Lithuania,2007,78749,,,,,,,
45905,Female,Lithuania,2008,74984,,,,,,,
45905,Female,Lithuania,2009,71723,,,,,,,
45905,Female,Lithuania,2010,68622,,,,,,,
45905,Female,Lithuania,2011,66519,,,,,,,
45905,Female,Lithuania,2012,65808,,,,,,,
45905,Female,Lithuania,2013,66035,,,,,,,
45905,Female,Lithuania,2014,67095,,,,,,,
45905,Female,Lithuania,2015,68376,,,,,,,
45905,Female,Lithuania,2016,69216,,,,,,,
45905,Female,Lithuania,2017,69829,,,,,,,
45905,Female,Lithuania,2018,70077,,,,,,,
45905,Female,Lithuania,2019,69625,,,,,,,
45905,Female,Lithuania,2020,69319,,,,,,,
45905,Female,Lithuania,2021,69907,,,,,,,
45905,Female,Lithuania,2022,71614,,,,,,,
45905,Female,Lithuania,2023,72625,,,,,,,
45905,Female,Luxembourg,1980,10579,,,,,,,
45905,Female,Luxembourg,1990,10660,,,,,,,
45905,Female,Luxembourg,1995,12209,,,,,,,
45905,Female,Luxembourg,2000,13820,,,,,,,
45905,Female,Luxembourg,2001,13943,,,,,,,
45905,Female,Luxembourg,2002,14120,,,,,,,
45905,Female,Luxembourg,2003,14188,,,,,,,
45905,Female,Luxembourg,2004,14217,,,,,,,
45905,Female,Luxembourg,2005,14321,,,,,,,
45905,Female,Luxembourg,2006,14406,,,,,,,
45905,Female,Luxembourg,2007,14358,,,,,,,
45905,Female,Luxembourg,2008,14361,,,,,,,
45905,Female,Luxembourg,2009,14402,,,,,,,
45905,Female,Luxembourg,2010,14347,,,,,,,
45905,Female,Luxembourg,2011,14227,,,,,,,
45905,Female,Luxembourg,2012,14357,,,,,,,
45905,Female,Luxembourg,2013,14681,,,,,,,
45905,Female,Luxembourg,2014,14939,,,,,,,
45905,Female,Luxembourg,2015,15321,,,,,,,
45905,Female,Luxembourg,2016,15642,,,,,,,
45905,Female,Luxembourg,2017,15813,,,,,,,
45905,Female,Luxembourg,2018,16101,,,,,,,
45905,Female,Luxembourg,2019,16412,,,,,,,
45905,Female,Luxembourg,2020,16581,,,,,,,
45905,Female,Luxembourg,2021,16809,,,,,,,
45905,Female,Luxembourg,2022,17192,,,,,,,
45905,Female,Luxembourg,2023,17434,,,,,,,
45905,Female,Malta,1980,12270,,,,,,,
45905,Female,Malta,1990,13702,,,,,,,
45905,Female,Malta,1995,13133,,,,,,,
45905,Female,Malta,2000,12748,,,,,,,
45905,Female,Malta,2001,12470,,,,,,,
45905,Female,Malta,2002,12157,,,,,,,
45905,Female,Malta,2003,11854,,,,,,,
45905,Female,Malta,2004,11618,,,,,,,
45905,Female,Malta,2005,11389,,,,,,,
45905,Female,Malta,2006,11017,,,,,,,
45905,Female,Malta,2007,10574,,,,,,,
45905,Female,Malta,2008,10247,,,,,,,
45905,Female,Malta,2009,9983,,,,,,,
45905,Female,Malta,2010,9675,,,,,,,
45905,Female,Malta,2011,9466,,,,,,,
45905,Female,Malta,2012,9431,,,,,,,
45905,Female,Malta,2013,9508,,,,,,,
45905,Female,Malta,2014,9749,,,,,,,
45905,Female,Malta,2015,10071,,,,,,,
45905,Female,Malta,2016,10401,,,,,,,
45905,Female,Malta,2017,10740,,,,,,,
45905,Female,Malta,2018,10922,,,,,,,
45905,Female,Malta,2019,10982,,,,,,,
45905,Female,Malta,2020,11050,,,,,,,
45905,Female,Malta,2021,11037,,,,,,,
45905,Female,Malta,2022,11057,,,,,,,
45905,Female,Malta,2023,11269,,,,,,,
45905,Female,Monaco,1980,..,,,,,,,
45905,Female,Monaco,1990,..,,,,,,,
45905,Female,Monaco,1995,..,,,,,,,
45905,Female,Monaco,2000,..,,,,,,,
45905,Female,Monaco,2001,..,,,,,,,
45905,Female,Monaco,2002,..,,,,,,,
45905,Female,Monaco,2003,..,,,,,,,
45905,Female,Monaco,2004,..,,,,,,,
45905,Female,Monaco,2005,..,,,,,,,
45905,Female,Monaco,2006,..,,,,,,,
45905,Female,Monaco,2007,..,,,,,,,
45905,Female,Monaco,2008,823,,,,,,,
45905,Female,Monaco,2009,..,,,,,,,
45905,Female,Monaco,2010,..,,,,,,,
45905,Female,Monaco,2011,..,,,,,,,
45905,Female,Monaco,2012,..,,,,,,,
45905,Female,Monaco,2013,..,,,,,,,
45905,Female,Monaco,2014,..,,,,,,,
45905,Female,Monaco,2015,..,,,,,,,
45905,Female,Monaco,2016,779,,,,,,,
45905,Female,Monaco,2017,..,,,,,,,
45905,Female,Monaco,2018,..,,,,,,,
45905,Female,Monaco,2019,..,,,,,,,
45905,Female,Monaco,2020,..,,,,,,,
45905,Female,Monaco,2021,..,,,,,,,
45905,Female,Monaco,2022,..,,,,,,,
45905,Female,Monaco,2023,..,,,,,,,
45905,Female,Montenegro,1980,24591,,,,,,,
45905,Female,Montenegro,1990,25264,,,,,,,
45905,Female,Montenegro,1995,24649,,,,,,,
45905,Female,Montenegro,2000,20557,,,,,,,
45905,Female,Montenegro,2001,20648,,,,,,,
45905,Female,Montenegro,2002,20719,,,,,,,
45905,Female,Montenegro,2003,20799,,,,,,,
45905,Female,Montenegro,2004,20637,,,,,,,
45905,Female,Montenegro,2005,20153,,,,,,,
45905,Female,Montenegro,2006,19764,,,,,,,
45905,Female,Montenegro,2007,19567,,,,,,,
45905,Female,Montenegro,2008,19337,,,,,,,
45905,Female,Montenegro,2009,19165,,,,,,,
45905,Female,Montenegro,2010,18860,,,,,,,
45905,Female,Montenegro,2011,18304,,,,,,,
45905,Female,Montenegro,2012,17871,,,,,,,
45905,Female,Montenegro,2013,17733,,,,,,,
45905,Female,Montenegro,2014,17852,,,,,,,
45905,Female,Montenegro,2015,18138,,,,,,,
45905,Female,Montenegro,2016,18261,,,,,,,
45905,Female,Montenegro,2017,18134,,,,,,,
45905,Female,Montenegro,2018,17969,,,,,,,
45905,Female,Montenegro,2019,17797,,,,,,,
45905,Female,Montenegro,2020,17485,,,,,,,
45905,Female,Montenegro,2021,17468,,,,,,,
45905,Female,Montenegro,2022,..,,,,,,,
45905,Female,Montenegro,2023,..,,,,,,,
45905,Female,Netherlands,1980,513806,,,,,,,
45905,Female,Netherlands,1990,433969,,,,,,,
45905,Female,Netherlands,1995,466898,,,,,,,
45905,Female,Netherlands,2000,487889,,,,,,,
45905,Female,Netherlands,2001,484663,,,,,,,
45905,Female,Netherlands,2002,481942,,,,,,,
45905,Female,Netherlands,2003,481463,,,,,,,
45905,Female,Netherlands,2004,481997,,,,,,,
45905,Female,Netherlands,2005,484931,,,,,,,
45905,Female,Netherlands,2006,489799,,,,,,,
45905,Female,Netherlands,2007,492942,,,,,,,
45905,Female,Netherlands,2008,493791,,,,,,,
45905,Female,Netherlands,2009,492039,,,,,,,
45905,Female,Netherlands,2010,485894,,,,,,,
45905,Female,Netherlands,2011,477157,,,,,,,
45905,Female,Netherlands,2012,468527,,,,,,,
45905,Female,Netherlands,2013,460557,,,,,,,
45905,Female,Netherlands,2014,455317,,,,,,,
45905,Female,Netherlands,2015,453817,,,,,,,
45905,Female,Netherlands,2016,453807,,,,,,,
45905,Female,Netherlands,2017,453075,,,,,,,
45905,Female,Netherlands,2018,449886,,,,,,,
45905,Female,Netherlands,2019,445881,,,,,,,
45905,Female,Netherlands,2020,441512,,,,,,,
45905,Female,Netherlands,2021,437210,,,,,,,
45905,Female,Netherlands,2022,436900,,,,,,,
45905,Female,Netherlands,2023,438084,,,,,,,
45905,Female,North Macedonia,1980,..,,,,,,,
45905,Female,North Macedonia,1990,..,,,,,,,
45905,Female,North Macedonia,1995,78634,,,,,,,
45905,Female,North Macedonia,2000,74012,,,,,,,
45905,Female,North Macedonia,2001,73690,,,,,,,
45905,Female,North Macedonia,2002,70300,,,,,,,
45905,Female,North Macedonia,2003,67881,,,,,,,
45905,Female,North Macedonia,2004,65254,,,,,,,
45905,Female,North Macedonia,2005,63017,,,,,,,
45905,Female,North Macedonia,2006,61500,,,,,,,
45905,Female,North Macedonia,2007,59925,,,,,,,
45905,Female,North Macedonia,2008,58072,,,,,,,
45905,Female,North Macedonia,2009,57794,,,,,,,
45905,Female,North Macedonia,2010,56711,,,,,,,
45905,Female,North Macedonia,2011,55480,,,,,,,
45905,Female,North Macedonia,2012,54861,,,,,,,
45905,Female,North Macedonia,2013,54597,,,,,,,
45905,Female,North Macedonia,2014,54537,,,,,,,
45905,Female,North Macedonia,2015,54981,,,,,,,
45905,Female,North Macedonia,2016,55383,,,,,,,
45905,Female,North Macedonia,2017,55643,,,,,,,
45905,Female,North Macedonia,2018,55814,,,,,,,
45905,Female,North Macedonia,2019,55819,,,,,,,
45905,Female,North Macedonia,2020,55594,,,,,,,
45905,Female,North Macedonia,2021,52648,,,,,,,
45905,Female,North Macedonia,2022,..,,,,,,,
45905,Female,North Macedonia,2023,..,,,,,,,
45905,Female,Norway,1980,152492,,,,,,,
45905,Female,Norway,1990,125491,,,,,,,
45905,Female,Norway,1995,138706,,,,,,,
45905,Female,Norway,2000,149909,,,,,,,
45905,Female,Norway,2001,149651,,,,,,,
45905,Female,Norway,2002,149865,,,,,,,
45905,Female,Norway,2003,149864,,,,,,,
45905,Female,Norway,2004,149489,,,,,,,
45905,Female,Norway,2005,149220,,,,,,,
45905,Female,Norway,2006,148260,,,,,,,
45905,Female,Norway,2007,146805,,,,,,,
45905,Female,Norway,2008,146216,,,,,,,
45905,Female,Norway,2009,146157,,,,,,,
45905,Female,Norway,2010,145942,,,,,,,
45905,Female,Norway,2011,146585,,,,,,,
45905,Female,Norway,2012,148372,,,,,,,
45905,Female,Norway,2013,150493,,,,,,,
45905,Female,Norway,2014,152856,,,,,,,
45905,Female,Norway,2015,155283,,,,,,,
45905,Female,Norway,2016,156751,,,,,,,
45905,Female,Norway,2017,157269,,,,,,,
45905,Female,Norway,2018,156723,,,,,,,
45905,Female,Norway,2019,154843,,,,,,,
45905,Female,Norway,2020,152503,,,,,,,
45905,Female,Norway,2021,150517,,,,,,,
45905,Female,Norway,2022,149398,,,,,,,
45905,Female,Norway,2023,148333,,,,,,,
45905,Female,Poland,1980,..,,,,,,,
45905,Female,Poland,1990,1658291,,,,,,,
45905,Female,Poland,1995,1432567,,,,,,,
45905,Female,Poland,2000,1214257,,,,,,,
45905,Female,Poland,2001,1160630,,,,,,,
45905,Female,Poland,2002,1109685,,,,,,,
45905,Female,Poland,2003,1062334,,,,,,,
45905,Female,Poland,2004,1018387,,,,,,,
45905,Female,Poland,2005,981680,,,,,,,
45905,Female,Poland,2006,949944,,,,,,,
45905,Female,Poland,2007,919912,,,,,,,
45905,Female,Poland,2008,895162,,,,,,,
45905,Female,Poland,2009,879388,,,,,,,
45905,Female,Poland,2010,872088,,,,,,,
45905,Female,Poland,2011,873397,,,,,,,
45905,Female,Poland,2012,888529,,,,,,,
45905,Female,Poland,2013,918903,,,,,,,
45905,Female,Poland,2014,955975,,,,,,,
45905,Female,Poland,2015,985308,,,,,,,
45905,Female,Poland,2016,998671,,,,,,,
45905,Female,Poland,2017,998374,,,,,,,
45905,Female,Poland,2018,982353,,,,,,,
45905,Female,Poland,2019,956387,,,,,,,
45905,Female,Poland,2020,933652,,,,,,,
45905,Female,Poland,2021,924585,,,,,,,
45905,Female,Poland,2022,930778,,,,,,,
45905,Female,Poland,2023,940346,,,,,,,
45905,Female,Portugal,1980,420180,,,,,,,
45905,Female,Portugal,1990,326734,,,,,,,
45905,Female,Portugal,1995,272408,,,,,,,
45905,Female,Portugal,2000,269744,,,,,,,
45905,Female,Portugal,2001,266653,,,,,,,
45905,Female,Portugal,2002,265040,,,,,,,
45905,Female,Portugal,2003,264125,,,,,,,
45905,Female,Portugal,2004,265225,,,,,,,
45905,Female,Portugal,2005,268902,,,,,,,
45905,Female,Portugal,2006,271639,,,,,,,
45905,Female,Portugal,2007,272419,,,,,,,
45905,Female,Portugal,2008,272199,,,,,,,
45905,Female,Portugal,2009,269798,,,,,,,
45905,Female,Portugal,2010,263173,,,,,,,
45905,Female,Portugal,2011,257502,,,,,,,
45905,Female,Portugal,2012,254290,,,,,,,
45905,Female,Portugal,2013,250676,,,,,,,
45905,Female,Portugal,2014,247479,,,,,,,
45905,Female,Portugal,2015,244955,,,,,,,
45905,Female,Portugal,2016,242721,,,,,,,
45905,Female,Portugal,2017,239030,,,,,,,
45905,Female,Portugal,2018,232673,,,,,,,
45905,Female,Portugal,2019,225180,,,,,,,
45905,Female,Portugal,2020,218195,,,,,,,
45905,Female,Portugal,2021,212732,,,,,,,
45905,Female,Portugal,2022,211906,,,,,,,
45905,Female,Portugal,2023,215762,,,,,,,
45905,Female,Republic of Moldova,1980,178128,,,,,,,
45905,Female,Republic of Moldova,1990,204276,,,,,,,
45905,Female,Republic of Moldova,1995,205112,,,,,,,
45905,Female,Republic of Moldova,2000,137313,,,,,,,
45905,Female,Republic of Moldova,2001,129817,,,,,,,
45905,Female,Republic of Moldova,2002,122607,,,,,,,
45905,Female,Republic of Moldova,2003,115309,,,,,,,
45905,Female,Republic of Moldova,2004,108152,,,,,,,
45905,Female,Republic of Moldova,2005,101912,,,,,,,
45905,Female,Republic of Moldova,2006,97932,,,,,,,
45905,Female,Republic of Moldova,2007,95107,,,,,,,
45905,Female,Republic of Moldova,2008,92148,,,,,,,
45905,Female,Republic of Moldova,2009,90437,,,,,,,
45905,Female,Republic of Moldova,2010,89739,,,,,,,
45905,Female,Republic of Moldova,2011,89738,,,,,,,
45905,Female,Republic of Moldova,2012,90120,,,,,,,
45905,Female,Republic of Moldova,2013,90715,,,,,,,
45905,Female,Republic of Moldova,2014,82835,,,,,,,
45905,Female,Republic of Moldova,2015,83616,,,,,,,
45905,Female,Republic of Moldova,2016,84002,,,,,,,
45905,Female,Republic of Moldova,2017,83721,,,,,,,
45905,Female,Republic of Moldova,2018,82756,,,,,,,
45905,Female,Republic of Moldova,2019,81614,,,,,,,
45905,Female,Republic of Moldova,2020,81193,,,,,,,
45905,Female,Republic of Moldova,2021,81442,,,,,,,
45905,Female,Republic of Moldova,2022,..,,,,,,,
45905,Female,Republic of Moldova,2023,..,,,,,,,
45905,Female,Romania,1980,935057,,,,,,,
45905,Female,Romania,1990,830421,,,,,,,
45905,Female,Romania,1995,847246,,,,,,,
45905,Female,Romania,2000,605025,,,,,,,
45905,Female,Romania,2001,578547,,,,,,,
45905,Female,Romania,2002,561944,,,,,,,
45905,Female,Romania,2003,556525,,,,,,,
45905,Female,Romania,2004,553148,,,,,,,
45905,Female,Romania,2005,547392,,,,,,,
45905,Female,Romania,2006,541801,,,,,,,
45905,Female,Romania,2007,532368,,,,,,,
45905,Female,Romania,2008,520340,,,,,,,
45905,Female,Romania,2009,514778,,,,,,,
45905,Female,Romania,2010,513154,,,,,,,
45905,Female,Romania,2011,513335,,,,,,,
45905,Female,Romania,2012,514601,,,,,,,
45905,Female,Romania,2013,516480,,,,,,,
45905,Female,Romania,2014,518686,,,,,,,
45905,Female,Romania,2015,518982,,,,,,,
45905,Female,Romania,2016,511124,,,,,,,
45905,Female,Romania,2017,496642,,,,,,,
45905,Female,Romania,2018,484095,,,,,,,
45905,Female,Romania,2019,474552,,,,,,,
45905,Female,Romania,2020,467597,,,,,,,
45905,Female,Romania,2021,481259,,,,,,,
45905,Female,Romania,2022,499617,,,,,,,
45905,Female,Romania,2023,505252,,,,,,,
45905,Female,Russian Federation,1980,4906079,,,,,,,
45905,Female,Russian Federation,1990,5755422,,,,,,,
45905,Female,Russian Federation,1995,5766563,,,,,,,
45905,Female,Russian Federation,2000,3949689,,,,,,,
45905,Female,Russian Federation,2001,3669565,,,,,,,
45905,Female,Russian Federation,2002,3454453,,,,,,,
45905,Female,Russian Federation,2003,3332111,,,,,,,
45905,Female,Russian Federation,2004,3259438,,,,,,,
45905,Female,Russian Federation,2005,3195831,,,,,,,
45905,Female,Russian Federation,2006,3173782,,,,,,,
45905,Female,Russian Federation,2007,3203641,,,,,,,
45905,Female,Russian Federation,2008,3271028,,,,,,,
45905,Female,Russian Federation,2009,3357696,,,,,,,
45905,Female,Russian Federation,2010,3441782,,,,,,,
45905,Female,Russian Federation,2011,3509331,,,,,,,
45905,Female,Russian Federation,2012,3588032,,,,,,,
45905,Female,Russian Federation,2013,3686038,,,,,,,
45905,Female,Russian Federation,2014,..,,,,,,,
45905,Female,Russian Federation,2015,..,,,,,,,
45905,Female,Russian Federation,2016,..,,,,,,,
45905,Female,Russian Federation,2017,..,,,,,,,
45905,Female,Russian Federation,2018,..,,,,,,,
45905,Female,Russian Federation,2019,..,,,,,,,
45905,Female,Russian Federation,2020,..,,,,,,,
45905,Female,Russian Federation,2021,..,,,,,,,
45905,Female,Russian Federation,2022,..,,,,,,,
45905,Female,Russian Federation,2023,..,,,,,,,
45905,Female,San Marino,1980,..,,,,,,,
45905,Female,San Marino,1990,..,,,,,,,
45905,Female,San Marino,1995,..,,,,,,,
45905,Female,San Marino,2000,..,,,,,,,
45905,Female,San Marino,2001,658,,,,,,,
45905,Female,San Marino,2002,672,,,,,,,
45905,Female,San Marino,2003,713,,,,,,,
45905,Female,San Marino,2004,727,,,,,,,
45905,Female,San Marino,2005,752,,,,,,,
45905,Female,San Marino,2006,762,,,,,,,
45905,Female,San Marino,2007,790,,,,,,,
45905,Female,San Marino,2008,785,,,,,,,
45905,Female,San Marino,2009,805,,,,,,,
45905,Female,San Marino,2010,792,,,,,,,
45905,Female,San Marino,2011,762,,,,,,,
45905,Female,San Marino,2012,757,,,,,,,
45905,Female,San Marino,2013,798,,,,,,,
45905,Female,San Marino,2014,813,,,,,,,
45905,Female,San Marino,2015,825,,,,,,,
45905,Female,San Marino,2016,876,,,,,,,
45905,Female,San Marino,2017,882,,,,,,,
45905,Female,San Marino,2018,832,,,,,,,
45905,Female,San Marino,2019,810,,,,,,,
45905,Female,San Marino,2020,804,,,,,,,
45905,Female,San Marino,2021,749,,,,,,,
45905,Female,San Marino,2022,723,,,,,,,
45905,Female,San Marino,2023,..,,,,,,,
45905,Female,Serbia,1980,356176,,,,,,,
45905,Female,Serbia,1990,365478,,,,,,,
45905,Female,Serbia,1995,352357,,,,,,,
45905,Female,Serbia,2000,201857,,,,,,,
45905,Female,Serbia,2001,198745,,,,,,,
45905,Female,Serbia,2002,195181,,,,,,,
45905,Female,Serbia,2003,191062,,,,,,,
45905,Female,Serbia,2004,185938,,,,,,,
45905,Female,Serbia,2005,180827,,,,,,,
45905,Female,Serbia,2006,178033,,,,,,,
45905,Female,Serbia,2007,178460,,,,,,,
45905,Female,Serbia,2008,180658,,,,,,,
45905,Female,Serbia,2009,184040,,,,,,,
45905,Female,Serbia,2010,186130,,,,,,,
45905,Female,Serbia,2011,173026,,,,,,,
45905,Female,Serbia,2012,171315,,,,,,,
45905,Female,Serbia,2013,167668,,,,,,,
45905,Female,Serbia,2014,165141,,,,,,,
45905,Female,Serbia,2015,163101,,,,,,,
45905,Female,Serbia,2016,161232,,,,,,,
45905,Female,Serbia,2017,160577,,,,,,,
45905,Female,Serbia,2018,160514,,,,,,,
45905,Female,Serbia,2019,159994,,,,,,,
45905,Female,Serbia,2020,159418,,,,,,,
45905,Female,Serbia,2021,158836,,,,,,,
45905,Female,Serbia,2022,..,,,,,,,
45905,Female,Serbia,2023,..,,,,,,,
45905,Female,Slovakia,1980,214384,,,,,,,
45905,Female,Slovakia,1990,219387,,,,,,,
45905,Female,Slovakia,1995,198889,,,,,,,
45905,Female,Slovakia,2000,174286,,,,,,,
45905,Female,Slovakia,2001,166178,,,,,,,
45905,Female,Slovakia,2002,158496,,,,,,,
45905,Female,Slovakia,2003,150675,,,,,,,
45905,Female,Slovakia,2004,144417,,,,,,,
45905,Female,Slovakia,2005,140372,,,,,,,
45905,Female,Slovakia,2006,136774,,,,,,,
45905,Female,Slovakia,2007,133024,,,,,,,
45905,Female,Slovakia,2008,130132,,,,,,,
45905,Female,Slovakia,2009,128391,,,,,,,
45905,Female,Slovakia,2010,127713,,,,,,,
45905,Female,Slovakia,2011,128286,,,,,,,
45905,Female,Slovakia,2012,129789,,,,,,,
45905,Female,Slovakia,2013,131921,,,,,,,
45905,Female,Slovakia,2014,134563,,,,,,,
45905,Female,Slovakia,2015,137004,,,,,,,
45905,Female,Slovakia,2016,140040,,,,,,,
45905,Female,Slovakia,2017,142499,,,,,,,
